"","ZNF207","AQR","PIGV","PXMP4","INTS6","SSBP1","KIF21B","BPIFB1","SGCE","SERINC3","WASF3","LYSMD2","C16orf58","TUFT1","ROPN1L","EGFR","RAB28","LARP4","PPP1R32","GLB1L","PCOLCE2","STOML2","PCDH7","SPATA24","TRABD","SLFN11","TANGO2","H2AC20","PRPF40A","TTC30A","SPINK13","RPL41","AC116913.1","PCDHB16","CLDN18","TGFB2","MSH2","SH3GLB1","TRMU","GSK3A","DDX6","TRIM38","CNTN3"
"EPLC-272H",-0.737003370243798,0.176259067801134,-0.950236907598203,0.485415167263245,-0.392104739875498,-0.176980514935566,1.82422101895966,-0.345813985852142,-0.812017929879374,0.436855789131797,-0.0950573324976448,0.407980957364344,-0.8888725230586,0.257939833852799,-0.0315188379695266,0.941691923534178,-1.10162408335251,0.223937699008173,-1.34075635602316,-1.52878977659499,-0.668002924212371,0.846273876017502,-0.871528791894855,0.19694323074001,2.44654543504371,0.408585399998859,0.723347781347507,-0.188413011415732,0.370166641675794,-0.823476612952635,-0.591242585469697,-0.262275736505979,0.841707278904892,-0.391506996809018,-0.170260535423839,1.90520225416901,-1.93054099030989,-1.10494938407028,1.37144008462766,-1.29044467525084,-0.734413270294062,0.758157756647921,-0.40524725260849
"LXF 289",0.578289731027187,-1.7751020355353,-0.392644065799114,-0.765258376465022,-0.491909585900774,-0.623339205865437,-0.571971709837009,-0.287318696418666,-0.705389048250544,-1.08774187026382,-1.26469539998677,-0.0129754869375565,-1.02002850161612,0.120270569253268,-0.473565141636964,0.640729461806399,-1.37560504192548,-0.698378021146751,1.66594129112462,-0.515148691767443,1.35022814684524,0.542050599505294,0.0996557941165512,0.160753261787161,-0.426160586695842,-0.715309433826446,-0.579564430965091,-1.53079631468665,-0.36106196162549,-1.16126686858855,-0.0712629545347774,-0.604031273448425,-1.55260336912406,1.03143811652097,-0.218102668612099,3.19867136336424,-0.281648247350671,-0.112724730761326,-1.72981180282107,0.473170090509532,-0.966244520658206,0.289500265705084,-0.371554768067728
"DMS 53",-1.22903646961526,0.185604987300987,-0.714757258239365,-0.33378489290498,-0.236265538939357,0.10813127698156,-0.784133747748322,-0.450211841204352,-0.0521008863506584,1.23740074877547,0.864465464068046,-0.211354057182568,0.0669077546741249,-0.155984989149876,-1.3084354025021,-0.946471669160399,0.198417294804255,-0.0433306758520492,1.52176311106441,-0.86492192935845,-0.573311447861747,-2.09000048593559,-1.00124797570788,-1.18092725916501,-1.15005775190901,0.937363694987833,-1.07304233344595,-1.708714095528,-2.19634336096487,1.60729623756248,-0.244428888959041,-1.30164861961739,0.0308039826042596,1.79046546164403,5.52520087535414,0.346047625190271,0.0632590431615839,1.91567066027572,0.252223927657538,-0.183196237507736,-0.57784258643165,0.770028522987685,0.135764553345719
"NCI-H1623",0.314194803419794,0.603215547511753,-0.320663558568148,-1.20862591896745,-1.66018179110751,0.739038217611849,-1.53017481399429,-0.239788388391661,0.480229268667754,-0.0499222139810467,0.694976060708508,0.641461528337241,-0.830599062893461,1.34525512624283,-0.378304626021937,0.0747822983280428,0.276076443910289,0.56041164920864,-1.40438673755171,-0.663868902622334,1.07004657320013,-0.449491903956678,-0.398050907895693,-1.2003665581685,1.26260204036721,1.59465558929848,0.286830863540986,0.211348062827641,-2.05752304756238,0.564822885688044,3.66786199052337,0.685166019981805,1.42796743203591,0.185088179717972,-0.292301842827992,-0.670171199499909,0.714082510532235,0.17068159008326,0.440655665458678,1.60618705475699,1.24481345147498,0.0739041799927968,-0.649905018317247
"NCI-H2122",0.27211537385435,1.28978889550568,-0.209551614511178,-0.302448866604211,0.492018572322374,0.98454391172198,0.392553472690809,-0.456305040734441,-3.87542092850802,0.372776893936931,0.531981473415181,1.12993208645854,-0.959953042605749,-0.582395875274341,-0.313222083692641,-0.285429135219224,-0.439296697062699,0.837234605811587,0.813067000659422,-0.208353301228698,-0.0494232566534632,0.86051009680924,-0.252474948017697,0.623166004061471,2.07499174298274,-1.10793786848267,0.177457845272213,0.393187975694755,0.301129345711479,-0.112277817274742,-0.293257848744974,0.177152080377118,0.995039973049972,-0.751851192336437,-0.256572914877056,-0.578774251703573,-0.352763311795855,-0.787199935346212,1.03220320282546,1.00183176361204,-0.4139305503607,0.414980085210204,0.755174207801432
"NCI-H2228",1.22161479761234,-0.334334686163689,0.334701522884483,-0.873530013927974,0.0799316658231436,0.760028745631859,-1.0164750189861,-0.453750198800813,-0.159688044339063,-0.408640828282198,-0.0506247148072853,-0.602719576701555,-0.11752679831324,-0.754285878724307,-0.48992102367926,1.11962309551293,0.529993956563155,-0.424632406129422,-0.192632353973481,0.11566621244845,0.607591875651853,-0.151400164120746,-0.224423765557019,-0.309986361716212,-1.4556571463271,0.717809799489505,-0.378361595747836,-1.21304874194046,0.516531171657444,-0.564799003237188,-0.190645267089244,-0.0906983769774484,-0.53079657107836,-0.298214158309203,-0.361164488736049,0.967716555795351,-0.70169012004852,1.18190911394607,-2.37719504607196,0.581279364712851,0.652713834363232,0.867657664930159,1.42155234005762
"NCI-H1563",0.859233876450862,-0.50373049612057,-0.00392953912135917,0.87466588814197,-0.465265406417056,-1.76817629912728,-0.930059403645563,-0.21914720679034,0.757428890617313,1.34320832309561,0.44933769840501,-0.27250631347738,0.585265773265341,-0.716111577275688,0.999118303159859,0.743482971999726,-0.818619225091825,-0.26313576963603,-0.33653100252637,0.629612851185595,-0.676834913265748,0.0248501461487079,1.19952512257165,0.306246592070726,-0.721876313375287,-1.05266773238905,0.258815412172047,-0.33300471504972,0.227678130692789,1.70785381800053,0.530565421127948,-1.18842842490272,0.0735877193492053,1.26553027689645,-0.273040612374971,-0.269566881712185,-0.953528480281936,-0.0267948426308048,0.357091778600966,-0.501317593394892,0.258262190168525,1.25647306460659,1.09057044685261
"HCC15",-0.221061100974701,-0.102979511189247,-0.0638625108851313,-0.526439886997777,0.589341341849941,0.265991192793228,0.833923864965531,-0.381282019935577,0.159299631775681,-1.09467741957465,-1.34003554245388,0.918829149094384,0.28035339235264,0.436799805025513,5.11807311680508,0.0940792110168274,-1.20748018851927,0.722736208553542,-0.258759932639547,-0.685845170447139,-1.27899770506862,-0.874431601624189,1.42225472033436,-0.478881283104173,-0.547690046214281,0.671935151295228,0.622841483502026,-1.18442238200516,0.210395941876524,-0.94976209780041,0.243709811580076,0.0353560430160612,-0.517843048527327,-0.7256086308581,-0.0853781045750244,0.0813947291377101,-0.402519578516359,1.0763509495035,-0.1390007391109,0.637275850179696,-0.287424343259376,1.16613058476637,-0.555585085012354
"HOP-62",-0.640155408026795,-0.346245051783704,1.44532719756275,-0.495512676203143,0.161714659048044,-1.37107602206491,-0.305756538971294,-0.305946039055158,0.564043147669958,0.468535850068751,0.310507304079511,-0.261872998807612,-0.0415990288320048,-1.41857428018256,-0.66214422129471,-0.433310241427999,0.350121162009808,-0.791339824602766,-0.311060898355559,0.134398786908987,1.28086860925259,-1.06700567658549,1.7311961327524,0.258327194967692,-0.646745080101298,1.48616346731303,0.155429113834408,-0.620161518215937,-0.288106149869594,-0.0781220136824137,-0.294019228389563,-0.582599214834518,-0.906378355128187,0.389061536604177,-0.142493947401116,4.4387155940056,-1.26284534565111,-1.086715711886,0.556281447948842,-0.208577047645604,-1.25684048956703,1.20897303540436,-0.392887500946871
"NCI-H446",1.61684312271186,0.325687046840241,-3.18516783893024,-1.07687258522309,0.678263446635015,-0.714311221217419,-0.495256985956142,-0.571586499944459,0.100759852129468,0.448964813858827,1.32174387659026,1.40450641668309,-1.75495741554257,0.791402676523767,-0.330259652547515,-1.06615470891488,-1.27413332376688,1.60015422176674,-1.39627646924491,-0.0840335175369817,1.56332722561877,0.551136127817836,0.346247310172488,-0.445384190763594,-1.16265989591997,-0.906625802892477,-0.403434975133195,0.246192543559738,0.771049188969525,-0.345057715309807,-0.191765337987742,0.798258095195327,-1.31606717850436,-0.101450317579168,-0.331457919374264,-0.545204197067791,1.15326554619928,0.773738857272247,-0.910472903138573,1.03218537788178,2.81751577183398,-1.25009678458946,2.41423455640055
"NCI-H2405",-0.370186258869893,1.30102987720777,-0.289130260670888,0.54365164401002,0.259897505761764,0.425783267477566,-0.608190243202806,-0.347644296035435,0.64529711873278,1.35132099151942,-0.425648615602675,0.609706610990326,0.716426790798444,-1.36662162272117,-0.470742692584845,1.28303647855483,-2.21973028233207,0.0567049398616235,-0.444583357152065,2.98312126340568,1.48306631660372,-0.796364279549741,0.143377110207071,-0.292193946071234,-1.56366019181295,0.784869828407515,0.192989274678476,0.0815976620083855,-0.187673855747577,0.796370912224444,0.289870347644599,0.739395434431034,-0.663032253310188,-0.717739691664217,-0.160671592857841,1.23169774401685,-0.729107917673371,0.897071757930169,-1.58539116665792,0.195047850470778,-0.127166662052051,0.36110643664907,-0.390158809660014
"NCI-H1944",0.184073790913541,-0.261679502922101,-0.372864905249875,-1.68561387361125,-0.232795474736584,0.64250363598552,0.489725382518253,-0.149430174777604,-1.23099640632173,-0.544810344129685,-0.44133459939578,0.250515142428908,0.167577775923029,-0.617967080617617,0.00558836690262185,-0.73419045109709,-1.47300823639764,1.32646545647603,-1.21058910109243,-0.115802874781262,0.60771151643745,0.910738566431406,-0.719391230019327,-0.801202172029184,0.351162115818213,-0.0937960737300369,-0.515392825161862,-1.23735897347151,-0.134890322557806,-0.725775091416296,1.08196423080095,0.181474305176595,1.19580637001546,1.43606482028538,-0.366187742270907,-0.735491101964996,-0.0722731827779758,-0.655210879099366,0.426316964406081,0.93146281069887,-0.582830520281757,0.125122331381624,-0.623052058439265
"NCI-H1693",-0.0702861759618837,-2.19660073293742,1.9435165416371,-0.591424270620204,-0.719606951485091,0.277465691586726,-0.786305404225876,-0.176081660118942,0.587700231125359,0.371675888311381,-0.49712876205441,-0.281389015662071,-0.0680930300278075,2.63366863581074,-0.154636960412707,1.29941986164004,0.26807691317943,3.02947889620359,-0.0514070420538402,-0.365159049912174,-0.5963690204746,-0.770957550122621,-0.717884126506858,0.96671233407213,-1.233659494178,0.974478045517059,7.34048835035454,-0.0784976950326285,-0.73236134189651,-1.22703903523202,-0.327788561301885,1.11376926852306,1.07237102729293,0.289489985561334,-0.133027759582598,0.540654544646078,-0.63858511910902,0.880851335545338,0.0787542704765609,-1.00724827258756,0.263090147119386,0.456882894449678,-0.208495289331386
"Lu-99A",0.524123097578917,-0.377899077550746,-0.361403718299428,-0.696702359826997,-0.559616397579824,-1.99901153544723,-0.304031718168741,-0.35631996060452,-0.692217220082863,0.705459229684123,0.437296011176927,0.093153049022027,-0.0556171766587783,-1.42842245573224,0.61013094742802,2.34644455583291,-1.0039946715209,0.0401157365296745,0.471512216874671,-0.0294773931298614,-0.686785545565971,0.202803672232796,-0.596479689715875,1.52135638689123,-0.89614403005925,1.02270190848155,0.437711313400981,-0.440501769693045,-0.53442894251764,-0.796775761654948,-0.214928704027061,-1.59173188908002,-0.901964914357953,1.46517693870116,-0.317184933769715,-0.968491490798019,0.655949413662901,-0.378031805401997,-0.380106869704463,-0.179436837680585,-1.99912176259835,1.17692565084018,-0.380849982946976
"NCI-H1650",-0.755566496126718,0.265346545306368,0.80208831196893,2.61813169788429,-1.05068140336931,-0.125337459159113,-0.968730115445233,-0.451752710722475,0.687136197737567,1.52801949990284,0.300200491400637,0.252114043749028,-0.252437933383866,0.767330301859625,0.66695888659927,1.1603280450198,0.0860121639973441,-0.224553052808891,-0.134992742497955,1.17629703840257,0.826927395797856,-0.0509092572660355,0.243111706266591,0.664965255402452,-0.0375976409075579,-1.05654577323183,0.245631091547152,0.250737664516336,-0.514039518366042,1.30786729454496,0.0582308741965501,-0.6363858402402,-0.373500459387103,0.47508727589201,-0.267216335499639,-0.0473803191267653,-0.248202281230191,0.222684264260774,-0.365417650816461,0.645551062365434,-0.9225288689714,1.17025877057206,-0.513312405137059
"NCI-H1048",0.360088085281137,0.374019136537113,-1.74212337097306,-1.21388313504961,-0.770220855489872,0.618392514588879,0.628911944867235,-0.368361261653927,-0.82646739904716,-1.94348000357826,0.51942086684304,0.231082882589474,-0.860909577829341,-1.27946499627528,-1.08272372845916,-0.0993906557833153,0.634754737545711,-0.654673891448223,-0.305309578065815,-0.586633839104127,0.569626502720231,0.218612940281252,-0.761866906545194,-0.139875840145167,-0.306141530553087,1.31967768414409,-0.394441879083317,1.17745828457395,0.583908691235683,-1.89357902044675,0.0963267566294671,0.779785425930864,0.126416215092754,-0.480160398763633,-0.396005498330174,-0.758185030402832,0.902403928558825,-2.26336095677614,0.129992813578309,1.26747113622652,0.0880800264181852,-1.06645935672221,0.421267431067884
"RERF-LC-Sq1",-0.112415277410785,2.1682728565258,-0.302151909277279,-0.643744606795186,1.37802271449138,-1.97289559474852,0.402232028357452,-0.341635970086922,0.243398821533783,1.15307630524787,0.286286141662273,0.42219737086264,-0.0198588497447058,0.571083400522966,-0.451204628399683,1.09833014490618,-0.258497606377521,-0.683441325920611,2.27436265813987,0.405177174098461,-0.315536369308057,-0.393190951471803,-0.778955717029422,-1.07086429657745,0.737011905887116,-0.802136065126458,0.154482145033375,-1.63932705594114,-0.13219694577772,-0.851644656618452,-0.465011698768833,-3.11447821538668,0.85144793477454,-0.749444773017674,-0.240268797741778,-0.530765891950666,-1.48579992132042,-0.148508204946562,-1.23159020579853,0.418019350833322,-0.655368579407918,0.0476318002922207,-0.454778560481028
"IA-LM",-0.215351225359954,0.176899150930585,-0.153000013202772,-0.658154994883139,-0.44881255237167,-0.498996364458603,-0.925965542759643,-0.293935162774073,0.808710612370871,2.25689545569356,-0.432842999616709,-1.78780076770707,0.512804963693922,0.611458702281347,0.280542274715726,1.39868539900963,-0.694950599611067,0.5887621831891,-1.2130238647402,-1.02287827724428,-1.06796342994055,-0.829739057061986,-0.24284952710231,-0.234688918798532,-0.415297390783254,-0.25398665953155,-0.732692498036823,-1.6913839506507,-0.552338065401039,-0.398949373968667,0.0994508924462073,-0.401924473014074,-0.0325628303318892,1.72892595367343,-0.193413413684393,-0.175715505686734,-0.633940896672245,0.0450535006627544,-0.618347797594852,0.0523957395016834,0.514653628484963,0.945972023996678,-0.512266852279544
"HCC827",-0.839310290576792,-0.169110279643179,0.0106494713936529,-0.353667630425318,0.0447354328625269,0.0769449682653649,0.502541788479228,1.41084798035221,-0.927584614529712,-0.442480486261278,-1.01166592738893,-0.57145575843319,0.401723290046873,-0.169615332292046,-0.435823119428337,2.34317334862939,0.0642910692582045,-0.031039695789894,1.80639702902138,-1.09442793739457,-1.12230416102865,1.329879578725,0.623796230127352,-0.547196222930834,-0.327937686066568,-0.235846164971608,-0.072076432037298,-0.13367202865362,0.162612723299233,-0.415135233272192,-0.349042994200215,1.49271719606077,-0.867122032477305,-0.290159407141503,-0.318429700141413,-0.233230817662424,-1.7441787661942,1.9154292432283,-0.628002793673535,-0.878927199634327,-0.403950732933722,0.728660834788221,-0.320064490718136
"NCI-H1155",-0.0415216504237927,-0.112832788172346,-1.55602730088124,1.06886888683746,-0.295715939844496,0.402026424595946,0.313945757167703,-0.183889030862161,0.153095063168842,-0.964492727962896,2.32461254247024,0.911080673621289,-0.473715451175795,-1.26727841483251,0.222040690616416,-0.855690915882152,0.940385066743188,-1.44009073766888,-0.886848781599729,-0.272833229805913,-0.46775954622314,1.57645394682759,-0.85847288098446,0.550101584132839,0.14768042210378,1.31561907983659,0.350638177713342,0.300916734602349,-0.690400632542466,-1.02281618155155,-0.163632726656996,1.03813697988709,-1.20671420582072,-0.449217567223425,-0.20057416187043,-0.706764338237795,0.545999785430147,-0.230492519394311,3.10780778312486,1.33637546361372,-0.0203174863245403,-1.07928115464709,-0.235056856735136
"HOP-92",-1.47191515384315,-1.81550129389133,0.960387081802,-1.14275615715658,-1.11504842022689,1.02555485139014,1.5191205496055,-0.424581536771192,1.14429060719554,0.621928996968833,-0.264648064315377,-0.900154741767559,-0.0490433102958182,0.0442412189388506,0.0440152045808793,0.806922918846087,-0.64842431264474,-1.26963408565419,-0.290279242802985,-0.359062798520772,0.949745166233238,-0.0248215266905453,-0.781122509545795,1.27445475331272,-0.763644229584814,1.18991639489234,0.439136862299536,-0.293584771346268,-0.793024581028738,-0.689618378392456,-0.176654921727845,0.746873756724046,-1.19350836652693,-0.472267252961879,-0.243524804367299,2.50134291709568,-1.49356057444296,1.27844242554382,0.181953061421948,-1.26132219415973,-1.05688732675964,0.498759366021439,-0.671070178239159
"NCI-H1568",0.114584645360033,-0.957276843443831,1.18358918897562,-1.73997060562987,0.312081826765437,-1.04782430753577,-0.678819381904101,-0.142488575911017,-0.122083287670835,0.225147864289298,0.449872225208357,-1.14255833695546,0.353343300825043,2.44962116802008,0.101067534781602,4.04819264396704,0.742016436257054,0.450880640846202,-0.0500529278246654,-0.0811876552138988,-0.757200389482576,-0.639857200966372,1.66271437480046,-0.102246938173564,-1.12299735828516,0.923070541972468,0.201432813044215,-0.71108794911943,0.109070096604835,0.564254428910802,-0.403398004130645,0.328699423334288,1.53245302710426,-0.729523549009443,-0.269712812529897,-0.80129811608424,-0.334896615676389,1.24989226329531,-0.448797542995131,-0.413902049886586,0.0798743289651688,0.708528950607006,-0.41423937202738
"NCI-H196",-0.395886059504721,-0.188081801291728,0.741955290939355,0.424713518132676,0.245438390448663,-0.771054307318926,-1.66532563579371,-0.367726598664337,1.43541879432222,1.46493581308739,-1.5221806356215,-0.251095217326565,-1.47563156476624,-1.20365137251259,-0.443270628414217,0.393129789193527,-0.288323441709649,-1.38547824668134,-0.975263299338412,0.520799373042041,-1.30167327873416,-0.748076379839867,1.20130446233554,0.191897837126891,-2.0822021978627,-0.444624532960297,0.751757165559078,-0.178276966539981,-1.96840778194149,0.0676713809951475,-0.284021025258602,-1.34898425714257,0.681634975056141,2.48665216143858,-0.340318300973182,-0.000585360813844958,-0.594075976323246,1.56247465558241,-1.05431270317724,-0.125201934369547,-0.970024380870787,1.2757257013146,-0.580870390531414
"NCI-H1694",0.705996583634003,0.359443640668423,-2.0390109811756,-0.162725633889345,0.28383750659515,0.177516161169564,2.08192956867925,0.0475734131184212,0.509115478932914,-1.50948940051299,1.95191391883458,0.850205579827262,-1.32564744648549,-0.608680288656202,-0.962561093165138,-0.535550284539553,-0.799055529590865,-0.978463132939664,-0.793406910361294,0.0968979688629216,2.54481735352018,0.341343806181965,-0.672781133782415,0.381967121246579,0.231093872483643,1.24049796282131,-0.974280654995373,1.21352170214462,0.880996110265461,-0.23369669896561,-0.32390402179592,0.798572430651239,-1.62366822953,2.03414360279938,-0.313552098398294,-0.585941348606265,1.79941305112531,-1.25992659684943,0.290784543367616,0.9810863563316,-0.90012616983139,-1.31994742636745,-0.269442454350485
"NCI-H2170",0.0702637780331774,0.31604967551243,-0.256382597495905,-0.0569557739838237,2.26059087505777,1.72916553107498,-0.454090508555611,4.27808693448042,-0.268692092140767,0.159754535606878,0.74591491221418,0.475266387333273,-0.858247735292852,-0.355491429410331,-0.80105430390234,-0.843056529610464,0.687995045706849,0.558475805271846,0.761172179266189,0.0192160675281367,-0.210906174964327,0.0338607250944549,-0.860691157654595,-0.80919102924037,0.615133112288298,1.14240138601168,0.0323535489191265,0.848513523756684,1.12735969225838,-0.897031726880809,-0.335564994419799,-1.59202232538474,0.3179075858944,-0.523266361390893,-0.209946047887829,-0.574481602015896,0.28289987414659,-1.28897421740755,0.833175417971051,1.02404857826549,-0.182923922503814,-0.285487931000187,2.66055994132205
"NCI-H1975",-0.361620740866225,-0.0743635058287888,0.882167734988846,0.327565195380687,-1.72313185746463,1.32437883580326,0.265477575667976,-0.405274476565187,0.756987591862359,0.671474617620566,-1.46553975729444,-0.129469888577698,-0.29205628901755,0.423374949689376,1.21802875439951,0.685596242033876,-1.02322547030244,1.02076745233216,-0.201970384587162,0.582987334983714,-0.797399896032475,0.131474278637203,2.37603225484499,0.680239573348829,1.33279325730583,-1.09043985370056,-0.144525305053353,-0.13374181550061,-0.236979442588749,-0.373414838294589,-0.342175186833752,0.90889245226056,0.573506363988606,1.47988109157174,-0.309097783941387,0.40750819932538,-0.124315396627617,0.376140687593059,-0.117479118377854,-2.88210938451419,-0.848277321408566,0.400081271828362,-0.497094350638557
"NCI-H322M",0.269075787807144,1.37833624294511,0.833849050472237,-1.58047653797538,0.099223484360323,-2.50929709353278,-1.14524204648986,0.501285047885471,0.05556960120172,0.527700818825817,-1.12278894331672,0.280182467243462,4.2391650526554,0.698404913327963,-0.723488104699399,0.326511542751662,0.711271397683861,-0.629096966884278,0.63015941624184,0.613254552664486,-0.757290950172997,-0.41850407401051,1.93750729796951,-0.986939398033217,-0.890781076912548,-1.11726084590538,0.144685691420959,0.164420915442845,-0.900271297128792,-0.518423392026181,-0.214996357337414,-0.56272705641729,0.731226477751219,-0.562437586927004,-0.117520144955323,0.955338510730792,-1.18166114787163,0.0948151057567362,0.225192672989048,-0.473935576715306,-0.669367096230974,1.40897165074606,-0.495209598845016
"NCI-H596",-1.13925373685099,0.0485076898348752,0.171664083708996,1.33517331765539,-0.357936166082582,-1.52170597362119,-1.24127070376251,-0.443997097255654,0.634781732262991,1.05538063444305,-0.82614458703382,0.445802432273477,0.540184505966238,-0.0700449216705602,-0.333100901678255,1.81590109340018,0.103617305483686,-1.56385602277761,-0.606277056606073,1.41301554022594,-0.19764470381418,-0.87563769602413,2.03397947559707,-0.442919833933462,-0.727487800196371,-0.915309440015205,0.124630451609411,0.834198436097733,-1.2617605902114,1.44446865192216,-0.369026307480976,-2.04976094156053,0.12765908694678,2.31391702741684,-0.118565766207118,0.0606112485054358,-0.410514892238882,1.74560360329976,-0.643001376961538,-1.13099282686698,-0.631832350025434,1.44893612557015,-0.228195333162096
"LCLC-97TM1",0.729564971147967,0.264249388609478,0.178569524354388,-1.94357768993613,-0.184964081405418,1.0889590329603,-0.0859795273126768,-0.341504675359075,0.749867198334096,-0.838895431912367,-1.60769594955805,1.33317129936488,-0.390023344556867,1.60056207004488,0.670936200155837,0.658472174316728,0.551694444697629,0.114535020488748,-0.0841771077372293,-0.136673981700831,-0.980159717530456,1.1261217227429,-0.954700285379808,-1.12586340521072,1.51734835803924,0.955061102942052,-0.322148313868619,0.152214717196111,0.204530328009986,-1.22282484399851,-0.394070413097368,1.40707536575139,0.179239450287842,-0.61780909110399,-0.270851980395298,-0.321802681157586,0.1565596543763,-0.352776760938426,-0.0107849415161662,-0.392884149935198,-0.0472515171209516,0.670623219386131,-0.521007989961484
"LOU-NH91",-1.41991760506228,-0.170874835139594,0.122227993515476,0.697062727364365,-0.666854250491629,1.50449882737326,-0.238920260166205,-0.431511680502771,1.33243929012122,1.42528539489471,0.533580311925202,0.4263089268363,1.13775123773754,1.30275193385679,1.24891785199657,1.11921141687712,0.193303104934621,-0.648656846374819,-0.931009616085451,-0.52656366714855,-1.29412327405644,-1.09251566112649,-0.496420364277225,0.16282968022399,-0.0419887700025755,0.600235329370525,2.10975783826889,-1.21661171759826,0.0238216148842231,-0.655277532331708,-0.538968663318723,0.575021530217028,-0.434880754061466,-0.994977632324726,-0.21712996863255,3.25962233764325,-1.28609070627214,0.497508042493582,-0.502480913703499,0.455886612339856,-0.466499111261615,-0.767618623727252,-0.470878445195866
"NCI-H1092",0.366234986833287,-0.248274830902636,0.587450956293298,0.281642787003905,0.159928452268208,0.721837167955676,1.50352186346083,-0.209476859385042,0.977040889753786,-0.593292352159184,1.15570621640246,0.416724682539059,0.0746720496855032,-0.363013683055097,-1.25650254734668,-1.02037173807091,1.0713038744132,-1.52572109870527,2.07102444757956,-0.649706470315318,-1.12150476568904,0.244987727920875,-0.451974441333852,-0.426480728975237,-2.55567037616785,1.35217897978414,-1.11342525354233,0.209173306100957,-0.135235169874475,-0.309388415846144,-0.160912253180185,-1.16211976024963,-0.0807991760191288,-0.130095981586955,-0.106323994684969,-0.471105180531866,1.4519021545521,-0.631101613510955,-1.51722724189117,-0.616961537224243,0.560079007497523,-1.39411267537121,0.763388756035819
"NCI-H1963",0.326683273461994,0.365356673506673,-0.601180021152277,-1.01871227176985,-0.412060384330391,0.605040866687932,1.58487258149671,-0.270708762965484,0.441015179778662,-0.983107435367649,-0.123710245653585,0.283525732365858,-1.17145445619708,-0.472330783931075,-0.175328230545517,-0.97615344777901,2.48540560529412,-0.782912962819984,-0.369896145221744,0.302332111227621,0.197564073944822,0.724738273248501,-0.787087203335572,-0.753705529809914,1.46118977429024,-1.14783107274842,-1.09154734996063,0.589814629637823,2.15423517776773,1.67966646264142,-0.421818118567886,0.829782226993758,0.304944625134431,-0.657017535486198,-0.313465054324158,-0.792123362364932,1.76886007778986,-1.35119325164179,0.709988009718111,0.32295271495239,-0.268922323633103,-1.38543644307528,0.663549795935668
"NCI-H209",0.503484285128088,0.899656809870399,-2.30919899281261,0.27515621278916,0.272815939377341,0.185878114888984,0.697440891242728,-0.130801884276102,-0.786951764463393,-1.48807414184094,0.48874323603765,0.541929503797456,-0.466666646468087,-0.378978331572192,-0.852643689146461,-0.818147927896726,0.137274909518938,0.18550651789104,-0.625346040356322,0.965754617756536,-0.591064660673557,0.715761207533936,-0.804756973428557,-0.115957764933467,-0.963430755726674,1.85120643590714,-0.812021428420526,0.762987023070724,1.24123973482527,1.45477159631238,-0.242658594839574,-0.147171649428002,-0.33834216109125,-0.586936049306474,-0.203743660074814,-0.536376261509323,0.507503020297676,0.129194117151294,0.186817990771395,0.736331245307342,1.07837479002581,-0.347130678109311,0.404983781171673
"SBC-5",-0.122519935139128,1.8734625827543,1.681405765032,0.625302382321826,-0.0501511904071126,1.13175737119884,-0.299108649752945,-0.275191352444678,0.772577302062327,0.071939676498324,-0.107716614793744,-2.83260685760047,0.568333300174288,-0.800523445554846,-0.254120136910328,-1.01240956077773,-0.211976994083224,0.83716236571942,0.474807547272047,-0.359429549779192,1.01738108506302,0.808077168803047,0.239332774348178,-0.0102860564359387,0.816367724932344,-1.00686063970394,0.318695375315782,0.791056030143966,1.35104490378918,0.122405366404289,-0.371238826071398,-0.139315579694605,-0.245829390489103,-0.681596641177133,-0.410886545443659,-0.53590811681708,0.500844807331054,-0.973291510920345,0.462865406303205,-0.957964211683566,0.602500972199333,-1.08540735373388,-0.674717601424307
"COLO 668",-0.645492321160719,1.06098136139346,1.42802787986454,-0.348932825349257,1.98387846805757,-0.440732988590503,0.396705529299808,-0.380159237729094,-0.371404434761462,-0.613416923420001,1.6589708286179,0.384692177711272,-1.12656000826546,-0.353664838699604,-0.767864657680105,-0.866494940077645,0.943759059466291,-0.7564133208423,-0.913887278167676,0.0666536202781546,-1.24453290257026,-0.911716084327797,-0.760593937880286,-1.01935195580399,0.388123514924683,1.67646173112681,0.56013053971255,-1.52172332078266,0.377771145151832,0.0301574891672921,-0.230773716273203,0.158065403558092,-0.248815809440227,-1.05901884638476,3.98247102702197,-0.687466752713267,1.54428579882488,0.69553366430357,1.92770288051028,-1.65864732784266,-1.10888433647006,0.465527171541784,1.65099282129018
"HARA [Human squamous cell lung carcinoma]",-0.498229799822325,1.22722221929003,1.62832855617551,-0.0463905046105271,-0.406209748981727,0.428278235122194,-0.786360474685276,-0.18848685726624,0.299557922294813,0.154262146326182,-0.436979709586816,-0.812519678961183,-0.444890337032036,-1.10474496395664,-0.185333225272855,1.0155359763607,-0.153612278755154,0.116910318242121,0.328784260032585,-1.0057844207833,0.612269585829136,0.399793279961132,0.843391775751927,-0.552359487866618,-0.307840767414136,-0.0140192599252745,-0.406090974406579,-0.089140654714833,0.293755437076601,-0.176259583887638,6.07138489552453,0.675653129147646,1.98382838217773,0.115452119060778,-0.0702388701642526,-0.55151664426649,-0.0690384872883474,-1.10394671973869,-1.31171186103798,-1.36895180519657,-0.196941867732986,0.371795145062152,-0.311440564215183
