"","ZNF207","AQR","PIGV","PXMP4","INTS6","SSBP1","KIF21B","BPIFB1","SGCE","SERINC3","WASF3","LYSMD2","C16orf58","TUFT1","ROPN1L","EGFR","RAB28","LARP4","PPP1R32","GLB1L","PCOLCE2","STOML2","PCDH7","SPATA24","TRABD","SLFN11","TANGO2","H2AC20","PRPF40A","TTC30A","SPINK13","RPL41","AC116913.1","PCDHB16","CLDN18","TGFB2","MSH2","SH3GLB1","TRMU","GSK3A","DDX6","TRIM38","CNTN3"
"NCI-H1417",-0.60728801653515,1.58741172735602,-0.910705217702663,-0.000400112101165134,0.155829955017867,0.249601202592323,1.50418211502398,2.54149800011097,-0.428460347983596,-1.62970531266001,0.234127660967454,-0.970508641028739,0.130594535451995,-0.826649106242328,-0.86397713798258,-0.950551389051173,1.32872671972378,0.723020975483879,0.426824409146284,-0.678787463693028,-0.473635661715062,-1.83266053445599,-0.761961072316395,-1.01182407554605,-1.27420982678827,1.11319034811519,-0.968432578585037,1.42660486277204,0.639683570372118,-0.477437835463683,-0.0693604728657161,0.65024540700321,-1.71091208632049,-0.722870272531477,-0.27279212593503,-0.64130873987317,2.08749173359118,-0.535651116383429,-0.674206540229397,-0.017912847229557,1.80121452985905,-0.934682987794684,1.04829793449778
"NCI-H1688",-0.336624837836511,-2.53131255727731,-0.0205906738200308,-1.094668682708,-1.63233241542312,-1.74670067108172,1.73195566731585,-0.178706781122343,-1.05434198125202,0.158762087466462,-1.29943843229055,0.444323774716269,0.610053146722517,1.9622593907229,-0.682647273566692,-0.727643378197469,-0.717939100488427,-1.99794781031641,-0.117288051930659,0.344023578717256,-1.21056791701703,-0.560836220734928,-0.771234001772956,-0.0674596121589556,-0.150203229663252,-0.936092520839509,-0.105187090248291,-0.594401220367889,-0.625952200834339,-0.27595968101623,-0.0852419331380502,0.385203547041476,2.4346351880307,3.95940573119883,1.07628574320709,-0.652549201365988,-0.0927690834941918,0.688075777278419,-0.15462467050159,-0.824696640393711,-1.05982752305067,1.81466584351021,-0.249022849935496
"NCI-H1993",0.368321655122951,-0.741567846111044,-0.0105360108042078,-2.1972508578267,0.56720290581506,-1.67229363172693,1.09500040722631,2.20317648699931,1.39823543829699,0.834140330504827,0.420300831229631,-1.22104866919941,0.0598585177598886,1.64912125561462,-0.595346999151513,0.159200670328155,1.25995439179519,0.203389192946202,-1.25329951581255,-0.354571419613049,-0.296702533721208,-1.92628698620615,1.28629590062139,-1.37590503130206,1.99974535255446,-1.01255930837714,-0.286787681153185,0.616257208625584,0.0836854879786925,-1.16153553421803,3.12312186242746,-0.267275538434038,0.5055804651854,-0.754468186335753,-0.0970924921544383,-0.1983209581761,-2.01621696837154,-0.460547561881374,-0.035666840988419,0.325046742135458,1.43205228428764,0.845597572126785,-0.298728004192994
"NCI-H2141",-0.270622443642683,-0.0423477019718064,-1.01159169061772,0.44048942851985,0.434207473639775,-0.147374518772644,1.57403608096274,-0.503684333050056,0.437151897015984,-1.23830824228155,1.32504092693272,-0.780667484694535,0.702400444198865,-0.280242186169333,-0.69703142526547,-1.09126371558898,1.99109083474994,-0.098062933793987,-0.317341792210194,-1.39683690780807,-1.00209220366059,-0.463135560329083,-0.812952925705965,0.0208090685324834,-0.734214572528126,-0.206226060280421,-1.14725925825112,2.51772302847308,-0.00281776989983833,-1.36063349860062,0.00647187261174602,0.798929505141478,-1.22795745905457,0.302149441187037,-0.317986391270269,-0.81561700366052,1.31955586699514,-1.60331106388953,-1.01708758854775,0.394765767470189,2.56608347466402,-1.28281429882062,-0.148416279594944
"NCI-H3122",-0.154447456326383,1.47653017567242,0.012538852170803,-0.262274475077082,4.08836535100544,-0.252269181881813,0.712117541069634,3.03927031915127,0.188990437965592,-0.15267660714305,-0.625522882921013,-0.523843737003235,-0.795106681041598,2.89749006649808,-0.383546631330656,-0.00633120803617413,-0.241333298313568,0.44629958302945,0.392442117627237,0.565012838422317,-0.866058166059702,0.252508010031642,-0.462230814188186,0.362972190939531,1.17547358748513,0.111400948397632,0.376832087641632,1.23165603583282,0.398463384671258,-1.00248582339517,-0.377270824377667,1.34605801606088,0.870043637797632,-0.260542964779921,-0.455749078487712,-0.627801391106992,-0.272794504374637,-0.915276978179371,-0.430554740448056,-0.540592543652787,-0.0786371897787791,0.58175428310456,0.208168481562992
"NCI-H345",-0.531457784201673,-0.454262947811098,-0.386007520829828,0.372788827793852,-0.366551991584926,-0.573702404021735,0.714821623842172,0.0762574386462639,-0.352810139367705,-0.238313288648378,0.414393782797296,-1.04847995578911,-0.0500827617526297,1.2858865941479,0.589722450822906,-0.847230315814486,1.0766508870498,-3.06380729322147,-1.12042459080753,0.208552755324066,-1.35755896577362,-1.35052176090959,-0.243187534468257,1.39172200569931,-1.15678070482489,0.152306375473675,-0.541485289836875,0.647561909706589,1.13516477804954,4.16459745738639,-0.216185699989008,-0.612651885293851,-0.757508172153399,0.228139857641758,-0.280342869946632,-0.261980818623942,2.0563207397756,-0.105499700557321,-0.490256874075568,-0.141168377069271,0.84411314382919,-1.3469245013763,-0.236186104654369
"NCI-H64",-0.0817504429960273,-1.86634804447981,-0.100305173725439,0.294013596106084,-0.375618457290132,-1.61559153463391,3.20246756654217,-0.176653199792079,0.526653077423361,-0.148811395520191,0.408189068920667,-1.30432055032745,-0.0273906568974638,-0.522870195738179,-0.09659881779868,-0.881167409254191,-0.0296577060659877,-0.948491390751032,-0.0286901900821814,0.568445480630005,-1.01653706443311,0.144874928785766,-0.636551667469238,-0.754203336864206,-0.440096721436952,-0.881274087417702,-0.917703757118362,1.02246392728618,-0.21614365337239,-0.441304384261667,-0.0157201959731961,0.253684294496925,-0.0886774566441289,-0.212886817096325,-0.167226652860986,-0.701268795819242,0.521720761842672,-0.145210404178677,0.203781890028974,0.870733038092025,-0.223237855590958,-1.21106126799168,0.715114302629401
"NCI-H720",0.579013166789898,0.587077847048608,-0.573932517648548,0.984705097908072,-0.730608092300991,1.39999321979044,-0.765616618468754,-0.429826403638933,0.12719307564147,-0.558350984957103,-1.48357942522092,1.51699341129411,-0.397298348109241,-0.812619447160832,0.822643630492583,-0.764351160399082,0.178042091115354,0.336690713747367,-0.263838301990397,0.757425615559931,-0.925837320072889,-1.9143786603497,-0.656067482155513,0.675491882552696,-1.3307800268804,-0.996925200318243,-0.292558879184882,0.714408440245473,1.0626512829557,2.43546812433246,-0.248722229655759,0.176121059660444,1.94279433826198,-0.129191221081472,-0.413985164736198,-0.497404941204512,1.06761817795556,-1.01601484386099,-0.463867047552231,0.126236440681866,-0.321198737458844,-1.42220481984486,-0.536410197600053
"NCI-H835",-0.470856519665892,0.359165641806532,-1.62694402683907,0.862169083334735,0.624353613095375,-2.50962806317138,0.670272708388999,-0.256172363284381,0.745523957128871,-1.92432189763799,-1.52722704911465,-0.0569625913577511,-1.36430128200859,0.839414368194935,1.14479768479665,-0.901786997929529,2.75698848483553,-0.0389241683081251,1.1539519918765,-0.503748526723765,-0.803359900754418,-0.277067103254173,0.292786073232112,0.288667745654998,-0.908262775434905,-1.26060431847964,-0.97592846473216,0.823147223799954,0.709015448278975,0.613345014183529,-0.112542452800941,-0.896623500757282,-0.0858894482517785,1.42358566347162,-0.330048473125234,-0.125143996873211,0.562110645657082,-0.0841029592628672,0.530595092478168,0.516960952928138,-0.521278470011579,-1.12443295082754,0.0565491448386959
"NCI-H847",-0.0751050677111642,0.205038599295382,-1.0872592267864,-1.93618469897488,-0.377642363812291,0.164287813008122,1.46038099168179,-0.440345816791759,-0.873049945529701,-1.28085317442076,1.45084758575715,-0.683352871428306,-0.122697233216598,-1.85584481590431,-0.483560648466319,-0.84351758420091,-0.814252971963308,-0.467238348107806,-0.589818679210574,-0.878587088188924,0.693815402993486,-0.521391471910979,-0.698346381095111,0.771652759456354,0.974541970202462,-1.07187577065916,-0.865471032727347,0.98291232554676,0.994289089030564,-1.09764548544564,-0.126036228153911,-2.23634759837261,-0.681999214012062,-0.800895697724819,-0.0354002263238173,-0.244192878151307,0.852634121882277,-0.844003108122027,-0.538895350119403,0.743542367278621,1.41230821445563,-1.20286699085126,0.86576985195531
"SBC-3",0.515568787331321,1.60824718725431,0.966864481750488,-1.51803201427611,0.00802599131798572,0.120254928300029,0.0163315262111882,-0.343006440927661,-3.64540463085074,-1.18498419561985,1.46954398120139,-0.750330305609684,-0.366202796426546,-1.15710450034437,0.997439528003908,-1.05219774312834,1.27292842478704,1.21164960141958,0.264556740356443,-0.125416126226096,0.0121790110822782,1.20653814170922,-0.808517191099292,-0.892817102656716,-0.247043283405275,-1.02245614826485,-0.395253862232451,0.743761008836818,1.61805225517436,-0.166729741164305,4.60823830484328,0.461375253813399,-0.426339348407258,-0.808524814217344,-0.38035539780286,-0.338692745103733,0.425805484166576,-1.20628283632988,0.728042535413034,-0.196596907058773,0.752383305727194,0.251100047590034,-0.780901969758236
"UMC-11",-0.404164187538426,-0.370136278155689,0.0201194736294552,0.0855486927980199,-0.655825482045834,0.0480847631619294,0.81724282758719,-0.239088203117662,0.213332176110458,-0.744982502351856,0.570796345668027,0.466905278447505,-0.419045075224731,-0.649150019512687,-0.45617400415741,-1.08072915849433,-0.235554262536843,0.705784839226302,0.335022773694756,-0.0473296359500148,-1.12644925854917,1.50111233170264,-0.718910006504994,-1.02988511677031,-0.326623526131456,-1.00722204595183,0.053163985216693,-0.181059584497955,0.539488722315385,1.39045801088009,-0.342283290041521,0.514378966792245,0.774237474743838,-0.113169066979515,0.00724953731727355,-0.391198187190531,0.737730656166836,0.251200335094034,1.59134973775544,-0.628230236406436,-0.51128530882323,1.12236092390516,-0.261967500966869
"VMRC-LCD",0.0804773032712978,-0.997131010473694,0.441558295226418,0.232551700072092,-1.86823528882896,0.45464622589645,-0.559786921310249,-0.352959121379705,-0.449405442193006,-1.67694971366593,0.743255737805817,1.37228414648596,-0.373347748221074,-0.270798299684551,0.0868801171913954,-1.12017018151998,0.293628648975697,1.88621127120785,-0.605666611568014,-0.599996157413297,-0.457573160643946,-0.514306804599163,-0.852785163806164,1.06287934100227,-0.370906775597527,-1.18314258045015,0.535921747197201,1.10906762925682,0.853113545920815,0.295278473685977,-0.188988298850128,1.3322210742487,-0.298222285476208,1.36039565124937,-0.264587937125217,-0.853794462749388,0.699479419806964,0.769372792194052,0.349845306070098,-0.808489067828078,0.0579539492683534,1.40150213403714,-0.430363001637738
"KNS-62",-1.33714520604067,0.407237218968189,0.973195428658556,0.68709785490457,0.532776076664365,-0.934901394223302,-0.797941317410575,-0.413656052616103,0.500093230087036,0.494921960093159,0.226521571015525,0.960553399928396,-0.677672949011796,-1.06747384936467,-0.646163731156014,2.09944704089157,-2.59760423858244,0.391407653512507,1.43162574366358,-0.338047421527518,1.67477305988706,0.0788468181156633,3.2964749169354,-1.19232703005635,1.57379406201994,0.197771465011817,-0.568764162803617,0.393527521915693,-0.201884034904979,-0.667507340486774,-0.468357235918791,-1.00228225019721,0.881138386298512,-0.348918692191442,-0.290244308294291,-0.240479273214525,-0.888887545392421,-0.623442790568867,0.0631565257030885,-2.23741562887862,-0.170903835227887,-0.267969582766645,-0.416074595529626
